name,longitude,latitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
norwegiansea,65.4120,8.9138,50,15,2421,45,wide,0,"[datetime.datetime(2024, 11, 24, 20, 11, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 29, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 2, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 12, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 30, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 6, tzinfo=datetime.timezone.utc), '', '', '', '']"
ijsselmeer,52.7324,5.5132,50,15,2414,45,wide,0,"[datetime.datetime(2024, 11, 25, 21, 12, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 21, 11, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
englishatlantic,59.9411,-3.7930,50,15,2411,45,wide,0,"[datetime.datetime(2024, 11, 24, 11, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 32, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 13, 52, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 11, 1, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 31, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 14, 44, tzinfo=datetime.timezone.utc), '', '', '', '']"
falklandsatlantic,-54.3096,-60.7053,50,15,2410,45,wide,0,"[datetime.datetime(2024, 11, 24, 13, 5, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 13, 6, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
sanjorgegulf,-46.0317,-65.5414,50,15,2400,45,wide,0,"[datetime.datetime(2024, 11, 26, 3, 2, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 3, 2, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
atlantic1,46.8348,-48.5813,50,10,2390,40,wide,0,"[datetime.datetime(2024, 11, 25, 0, 48, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 13, 42, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 18, 52, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 25, 0, 48, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 13, 43, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 19, 2, tzinfo=datetime.timezone.utc), '', '', '', '']"
northsea,52.9864,2.7583,50,10,2380,40,wide,0,"[datetime.datetime(2024, 11, 25, 10, 33, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 11, 59, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 33, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 12, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
seaofazov,45.4941,36.6463,50,10,2365,35,wide,0,"[datetime.datetime(2024, 11, 24, 7, 56, 51, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 7, 57, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
caspiansea1,44.9028,47.9987,60,5,2360,30,wide,0,"[datetime.datetime(2024, 11, 25, 18, 2, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 57, 54, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 18, 2, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 57, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
caspiansea2,45.7185,50.1439,60,5,2350,30,wide,0,"[datetime.datetime(2024, 11, 25, 18, 2, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 57, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 18, 2, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 57, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
caspiansea3,38.5324,53.3624,60,5,2340,30,wide,0,"[datetime.datetime(2024, 11, 25, 18, 0, 24, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 18, 0, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
northaustralia1,-13.6363,126.1688,60,5,2330,30,wide,0,"[datetime.datetime(2024, 11, 24, 13, 34, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 1, 26, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 13, 34, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 1, 26, 47, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
northaustralia2,-15.6773,124.2246,60,5,2320,30,wide,0,"[datetime.datetime(2024, 11, 24, 13, 34, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 1, 27, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 13, 34, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 1, 27, 35, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
igalikufjorden,60.81,-45.58,60,10,2310,25,wide,0,"[datetime.datetime(2024, 11, 25, 13, 39, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 13, 39, 32, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
bredefjord,60.85,-46.61,60,1,2300,25,wide,0,"[datetime.datetime(2024, 11, 24, 14, 9, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 13, 39, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 22, 33, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 14, 8, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 13, 39, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 22, 13, tzinfo=datetime.timezone.utc), '', '', '', '']"
svalbardnyaalesund,78.96,11.95,60,1,2280,35,wide,0,"[datetime.datetime(2024, 11, 24, 10, 56, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 12, 29, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 17, 8, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 41, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 11, 59, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 11, 39, tzinfo=datetime.timezone.utc), '']","[datetime.datetime(2024, 11, 24, 10, 56, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 12, 29, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 17, 8, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 41, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 12, 0, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 12, tzinfo=datetime.timezone.utc), '']"
svalbardeidembukta,78.38,12.30,60,1,2270,35,wide,0,"[datetime.datetime(2024, 11, 24, 10, 56, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 12, 29, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 41, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 11, 59, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 11, 33, tzinfo=datetime.timezone.utc), '', '']","[datetime.datetime(2024, 11, 24, 10, 56, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 12, 29, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 41, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 12, 0, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 11, 51, tzinfo=datetime.timezone.utc), '', '']"
vanmijenfjorden,77.80,15.60,60,1,2260,50,wide,0,"[datetime.datetime(2024, 11, 24, 10, 56, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 40, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 27, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 12, 0, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 11, 18, tzinfo=datetime.timezone.utc), '', '']","[datetime.datetime(2024, 11, 24, 10, 56, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 41, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 26, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 12, 0, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 11, 39, tzinfo=datetime.timezone.utc), '', '']"
alesund,62.67,5.98,60,1,2250,40,wide,0,"[datetime.datetime(2024, 11, 24, 20, 11, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 30, 37, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 30, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
bergen,60.3661,5.3218,60,1,2240,40,wide,0,"[datetime.datetime(2024, 11, 25, 10, 31, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 31, 28, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
roervik,65.00,10.50,60,1,2230,50,wide,0,"[datetime.datetime(2024, 11, 24, 20, 11, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 30, 1, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 11, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 30, 1, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
skagerrak,58.45,10.08,60,1,2220,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 9, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 9, 54, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
solbergstrand,59.62,10.65,60,1,2210,40,wide,0,"[datetime.datetime(2024, 11, 24, 20, 10, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
fredrikstad,59.15,10.87,60,1,2200,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 9, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 10, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
ytrehvaler,59.02,10.80,60,1,2190,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 9, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 8, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
hardangerfjorden,60.18,6.05,60,1,2180,35,wide,0,"[datetime.datetime(2024, 11, 25, 10, 31, 20, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 31, 25, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
vaeroeya,67.67,12.6,60,1,2170,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 12, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 29, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 17, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 11, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 29, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 36, tzinfo=datetime.timezone.utc), '', '', '', '']"
vardoe,70.34,31.1,60,1,2160,35,wide,0,"[datetime.datetime(2024, 11, 24, 9, 24, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 38, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 54, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 9, 10, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2024, 11, 24, 9, 24, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 54, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 9, 22, tzinfo=datetime.timezone.utc), '', '', '']"
andoeya,69.24,16.13,60,1,2150,35,wide,0,"[datetime.datetime(2024, 11, 25, 10, 28, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 37, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 28, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 42, 47, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
dutchwadden,53.08,5.05,60,1,2140,35,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
osensjoen,61.22,11.86,60,1,2130,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 10, 21, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
storsjoen,60.36,11.67,60,1,2120,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 10, 9, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 30, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
boknafjorden,59.21,5.86,60,1,2110,35,wide,0,"[datetime.datetime(2024, 11, 25, 10, 31, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 31, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
hardangerjokul,60.56,7.25,60,1,2100,35,wide,0,"[datetime.datetime(2024, 11, 25, 10, 31, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 31, 9, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
hardangerjokul2,60.52,7.37,60,1,2090,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 10, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 31, 20, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 31, 8, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
peteriisland,-68.83,-90.61,60,1,2080,30,wide,0,"[datetime.datetime(2024, 11, 24, 14, 43, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 5, 0, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 14, 13, 56, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 14, 43, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 5, 0, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 14, 13, 49, tzinfo=datetime.timezone.utc), '', '', '', '']"
bouvet,-54.42,3.36,60,1,2070,30,wide,0,"[datetime.datetime(2024, 11, 25, 22, 17, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 22, 18, 18, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
bearisland,74.44,19.03,60,1,2060,30,wide,0,"[datetime.datetime(2024, 11, 24, 10, 57, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 40, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 27, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 10, 47, tzinfo=datetime.timezone.utc), '', '', '']","[datetime.datetime(2024, 11, 24, 10, 57, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 40, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 27, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 18, 10, 33, tzinfo=datetime.timezone.utc), '', '', '']"
janmayen,71.00,-8.40,60,1,2050,30,wide,0,"[datetime.datetime(2024, 11, 25, 12, 2, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 17, 8, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 12, 2, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 17, 13, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
ytresogn,61.14,5.32,60,1,2040,35,quaternion,0,"[datetime.datetime(2024, 11, 25, 10, 31, 2, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 31, 18, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
moby,20.80,-157.00,50,5,2030,30,wide,0,"[datetime.datetime(2024, 11, 24, 20, 35, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 36, 10, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
palgrunden,58.76,13.15,50,5,2020,30,wide,0,"[datetime.datetime(2024, 11, 24, 9, 27, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 20, 9, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 28, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 20, 10, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
gloria,45.16,29.38,50,5,2010,30,wide,0,"[datetime.datetime(2024, 11, 25, 19, 35, 57, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 36, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
erie,41.70,-82.70,50,5,2000,30,wide,0,"[datetime.datetime(2024, 11, 24, 15, 47, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 15, 48, 46, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
baotau,40.85,109.60,50,1,1990,30,wide,0,"[datetime.datetime(2024, 11, 25, 2, 46, 33, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 2, 46, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
greenbay,44.58,-87.95,50,5,1980,30,wide,0,"[datetime.datetime(2024, 11, 26, 3, 25, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 3, 26, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
irbe,57.75,21.72,50,5,1970,40,wide,0,"[datetime.datetime(2024, 11, 24, 9, 27, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 39, 14, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 28, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 58, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 40, 6, tzinfo=datetime.timezone.utc), '', '', '', '']"
thornton,51.53,2.96,50,5,1960,40,wide,0,"[datetime.datetime(2024, 11, 25, 10, 33, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 11, 35, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 10, 33, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 21, 12, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
lacrau,43.10,6.00,50,5,1950,25,wide,0,"[datetime.datetime(2024, 11, 25, 21, 9, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 21, 9, 59, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
rrvplaya,38.50,-115.69,50,1,1940,20,quaternion,0,"[datetime.datetime(2024, 11, 26, 4, 58, 34, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 4, 58, 53, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
gobabeb,-23.56,15.00,50,1,1930,20,wide,0,"[datetime.datetime(2024, 11, 25, 20, 52, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 20, 52, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
blanca,-39.15,-61.72,50,5,1920,30,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
