name,longitude,latitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
mombasa,-4.08,39.70,60,1,760,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 23, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 23, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
oslo,59.88,10.83,50,2,2510,35,wide,0,"[datetime.datetime(2024, 11, 24, 20, 9, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 10, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
kiwani,-5.17,39.72,60,1,750,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 23, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 22, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
zanzibar,-6.15,39.34,60,1,740,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 22, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 22, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
mafia,-7.62,39.62,60,1,730,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 22, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 22, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
kilwa,-8.99,39.54,60,1,720,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 21, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 22, 10, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
ruvuma,-10.41,40.50,60,1,710,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 21, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 21, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
mayotte,-12.80,45.15,60,1,700,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
ifaho,-15.80,50.36,60,1,690,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
miramar,-23.84,35.57,60,1,680,20,quaternion,0,"[datetime.datetime(2024, 11, 24, 19, 47, 57, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 19, 48, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
maputo,-25.99,32.99,60,1,670,20,wide,0,"[datetime.datetime(2024, 11, 24, 19, 47, 34, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 19, 47, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
aaland,60.16,20.16,60,1,660,40,wide,0,"[datetime.datetime(2024, 11, 24, 9, 27, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 40, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 27, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 40, 31, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
petersburg,59.93,30.36,60,1,650,40,wide,0,"[datetime.datetime(2024, 11, 25, 8, 57, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 8, 57, 18, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
turku,60.25,22.07,60,1,640,40,wide,0,"[datetime.datetime(2024, 11, 24, 9, 27, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 57, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 40, 10, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 27, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 8, 57, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 40, 24, tzinfo=datetime.timezone.utc), '', '', '', '']"
saaremaa,58.42,22.64,60,1,630,40,wide,0,"[datetime.datetime(2024, 11, 25, 8, 58, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 39, 40, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 8, 58, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 39, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
bermuda,32.38,-64.77,60,1,620,30,wide,0,"[datetime.datetime(2024, 11, 26, 1, 48, 51, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 1, 49, 8, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
bahamas,25.02,-77.35,60,1,610,30,wide,0,"[datetime.datetime(2024, 11, 25, 15, 22, 48, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 15, 22, 41, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
galapagos,-0.63,-90.37,60,1,600,30,wide,0,"[datetime.datetime(2024, 11, 24, 15, 59, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 15, 59, 21, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
sthelena,-15.97,-5.71,60,1,590,30,wide,0,"[datetime.datetime(2024, 11, 25, 22, 28, 8, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 22, 28, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
ascension,-7.94,-14.37,60,1,580,30,wide,0,"[datetime.datetime(2024, 11, 24, 23, 0, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 49, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 23, 0, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 10, 49, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
tristandacunha,-37.11,-12.28,60,1,570,30,wide,0,"[datetime.datetime(2024, 11, 24, 22, 52, 53, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 22, 52, 34, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
easter,-27.14,-109.35,60,1,560,30,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
lakebeysehir,37.77,31.52,60,1,550,30,wide,0,"[datetime.datetime(2024, 11, 24, 7, 59, 30, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 34, 36, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 7, 59, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 33, 57, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
lakeegirdir,38.04,30.88,60,1,540,30,wide,0,"[datetime.datetime(2024, 11, 25, 19, 34, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 34, 17, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
lakeurmia,37.70,45.39,60,1,530,30,wide,0,"[datetime.datetime(2024, 11, 24, 18, 30, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 18, 30, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
gulfofcampeche,19.91,-92.10,60,1,520,25,wide,0,"[datetime.datetime(2024, 11, 25, 3, 49, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 3, 49, 46, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
chesapeake,37.79,-76.10,60,1,510,25,wide,0,"[datetime.datetime(2024, 11, 25, 15, 19, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 15, 19, 38, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
delaware,39.00,-75.15,60,1,500,25,wide,0,"[datetime.datetime(2024, 11, 25, 2, 20, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 15, 18, 58, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 2, 20, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 15, 19, 16, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
baltimore,38.90,-76.39,60,1,490,25,wide,0,"[datetime.datetime(2024, 11, 25, 15, 19, 3, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 15, 19, 21, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
princewilliam,60.61,-147.16,60,1,480,25,wide,0,"[datetime.datetime(2024, 11, 24, 20, 25, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 38, 28, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 25, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 6, 38, 41, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
kotzbue,66.88,-162.62,60,1,470,25,wide,0,"[datetime.datetime(2024, 11, 24, 7, 39, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 21, 57, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 7, 10, 32, tzinfo=datetime.timezone.utc), '', '', '', '']","[datetime.datetime(2024, 11, 24, 7, 40, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 21, 57, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 7, 10, 13, tzinfo=datetime.timezone.utc), '', '', '', '']"
barbados,13.16,-59.55,60,1,460,20,wide,0,"[datetime.datetime(2024, 11, 25, 13, 51, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 1, 43, 44, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 13, 52, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 1, 44, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
mauritius,-20.45,57.55,60,1,450,25,wide,0,"[datetime.datetime(2024, 11, 24, 18, 14, 48, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 18, 15, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
capescott,50.85,-128.22,60,1,440,25,wide,0,"[datetime.datetime(2024, 11, 24, 18, 53, 54, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 18, 54, 6, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
iesjavri,69.65,24.18,60,1,430,25,wide,0,"[datetime.datetime(2024, 11, 24, 9, 24, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 38, 54, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 18, 39, 5, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
nanga,-25.57,113.40,60,1,420,20,wide,0,"[datetime.datetime(2024, 11, 25, 14, 35, 33, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 14, 35, 49, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
chad,13.12,14.52,60,1,410,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
adelaide,-34.95,138.20,60,1,400,20,wide,0,"[datetime.datetime(2024, 11, 25, 12, 59, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 12, 59, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
wollaston,-55.73,-67.47,60,1,390,25,wide,0,"[datetime.datetime(2024, 11, 26, 2, 59, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 2, 59, 58, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
manatiales,-52.48,-68.59,60,1,380,20,wide,0,"[datetime.datetime(2024, 11, 26, 3, 0, 30, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 3, 0, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
chapala,20.24,-103.07,60,1,370,20,wide,0,"[datetime.datetime(2024, 11, 25, 16, 57, 55, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 16, 58, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
hooghly,21.85,88.06,60,1,360,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
sittwe,20.13,92.81,60,1,350,20,wide,0,"[datetime.datetime(2024, 11, 26, 3, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 3, 56, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
tharthar,33.87,43.32,60,1,340,20,wide,0,"[datetime.datetime(2024, 11, 24, 18, 29, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 18, 29, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
kutch,22.59,68.96,60,1,330,20,wide,0,"[datetime.datetime(2024, 11, 26, 5, 29, 20, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 5, 29, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
magellan,-53.24,-70.69,60,1,320,20,wide,0,"[datetime.datetime(2024, 11, 25, 14, 9, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 3, 0, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 14, 9, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 3, 0, 26, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
kampala,0.18,32.60,60,1,310,20,wide,0,"[datetime.datetime(2024, 11, 25, 7, 39, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 7, 39, 28, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
mumbai,18.88,72.80,60,1,300,20,wide,0,"[datetime.datetime(2024, 11, 24, 16, 51, 6, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 16, 51, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
cocibolca,11.56,-85.41,60,1,290,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
mobile,30.28,-87.99,60,1,280,25,wide,0,"[datetime.datetime(2024, 11, 24, 15, 51, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 3, 22, 20, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 15, 51, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 3, 22, 35, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
neworleans,29.78,-90.16,60,1,270,25,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
galveston,29.25,-94.77,60,1,260,20,wide,0,"[datetime.datetime(2024, 11, 25, 3, 51, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 3, 52, 14, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
funchal,32.75,-17.03,60,1,250,20,wide,0,"[datetime.datetime(2024, 11, 24, 11, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 22, 40, 53, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 11, 8, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 22, 41, 13, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
panama,9.12,-79.69,60,1,240,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
corpuschristi,27.72,-97.13,60,1,230,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
puertodeseado,-47.77,-65.76,60,1,220,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
portauprince,18.63,-72.50,60,1,210,25,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
lakevolta,7.28,0.11,60,1,200,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
yangon,16.46,96.35,60,1,190,20,wide,0,"[datetime.datetime(2024, 11, 24, 15, 16, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 15, 16, 49, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
toliara,-23.54,43.69,60,1,180,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 18, 15, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 18, 5, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
jaffna,9.45,80.31,60,1,170,20,wide,0,"[datetime.datetime(2024, 11, 25, 4, 28, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 16, 19, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 4, 28, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 16, 18, 59, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
nile,23.33,32.93,60,1,160,20,wide,0,"[datetime.datetime(2024, 11, 25, 19, 30, 23, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 30, 40, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
tripoli,32.95,13.20,60,1,150,20,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
mariamadre,21.63,-106.59,60,1,140,20,wide,0,"[datetime.datetime(2024, 11, 26, 4, 54, 6, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 4, 54, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
turkana,4.13,36.04,60,1,130,20,wide,0,"[datetime.datetime(2024, 11, 25, 7, 38, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 25, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 7, 37, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 19, 25, 42, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
nemuro,43.46,145.66,60,1,120,25,wide,0,"[datetime.datetime(2024, 11, 25, 11, 45, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 41, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 11, 45, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 26, 0, 42, 4, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
sapporo,43.26,141.25,60,1,110,25,wide,0,"[datetime.datetime(2024, 11, 26, 0, 42, 31, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 0, 41, 50, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
baikal,53.39,108.01,60,1,100,25,wide,0,"[datetime.datetime(2024, 11, 24, 13, 52, 21, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 13, 52, 34, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
kyiv,50.45,30.56,60,1,90,25,wide,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
atuona,-9.78,-139.10,60,1,80,25,wide,0,"[datetime.datetime(2024, 11, 24, 7, 19, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 19, 9, 53, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 7, 19, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 19, 9, 48, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
montenegro,42.26,18.78,60,1,70,25,quaternion,0,"[datetime.datetime(2024, 11, 24, 20, 5, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 9, 2, 7, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 20, 5, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 25, 9, 2, 27, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
tunis,36.92,10.37,60,1,60,25,wide,0,"[datetime.datetime(2024, 11, 24, 9, 33, 24, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 33, 47, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
sitka,56.97,-135.53,60,1,50,25,wide,0,"[datetime.datetime(2024, 11, 25, 19, 56, 29, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 19, 55, 57, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
haida,54.39,-132.41,60,1,40,25,quaternion,0,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']"
kinshasa,-4.29,15.28,60,5,30,20,wide,0,"[datetime.datetime(2024, 11, 25, 20, 57, 11, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 25, 20, 57, 22, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
malabo,8.69,3.51,60,5,20,20,wide,0,"[datetime.datetime(2024, 11, 24, 9, 40, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 21, 30, 32, tzinfo=datetime.timezone.utc), '', '', '', '', '']","[datetime.datetime(2024, 11, 24, 9, 41, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2024, 11, 24, 21, 30, 51, tzinfo=datetime.timezone.utc), '', '', '', '', '']"
santarem,-2.2,-54.7,60,5,10,20,wide,0,"[datetime.datetime(2024, 11, 26, 1, 39, 56, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']","[datetime.datetime(2024, 11, 26, 1, 39, 39, tzinfo=datetime.timezone.utc), '', '', '', '', '', '']"
